language,length,word,display,in_answer_pool
en,7,fidalgo,fidalgo,false
en,7,fidding,fidding,false
en,7,fiddled,fiddled,false
en,7,fiddler,fiddler,false
en,7,fiddles,fiddles,false
en,7,fiddley,fiddley,false
en,7,fideism,fideism,false
en,7,fideist,fideist,false
en,7,fideles,fideles,false
en,7,fidelia,fidelia,false
en,7,fidelio,fidelio,false
en,7,fidelis,fidelis,false
en,7,fidessa,fidessa,false
en,7,fidgets,fidgets,false
en,7,fidgety,fidgety,false
en,7,fidging,fidging,false
en,7,fidibus,fidibus,false
en,7,fidleys,fidleys,false
en,7,fiducia,fiducia,false
en,7,fiefdom,fiefdom,false
en,7,fielded,fielded,false
en,7,fielden,fielden,false
en,7,fielder,fielder,false
en,7,fieldie,fieldie,false
en,7,fiendly,fiendly,false
en,7,fiercen,fiercen,false
en,7,fiercer,fiercer,false
en,7,fiercly,fiercly,false
en,7,fierier,fierier,false
en,7,fierily,fierily,false
en,7,fiestas,fiestas,false
en,7,fifteen,fifteen,true
en,7,fifthly,fifthly,false
en,7,fifties,fifties,false
en,7,figbird,figbird,false
en,7,figeter,figeter,false
en,7,figgery,figgery,false
en,7,figgier,figgier,false
en,7,figging,figging,false
en,7,fighter,fighter,true
en,7,figless,figless,false
en,7,figlike,figlike,false
en,7,figment,figment,false
en,7,figurae,figurae,false
en,7,figural,figural,false
en,7,figured,figured,true
en,7,figurer,figurer,false
en,7,figures,figures,true
en,7,figworm,figworm,false
en,7,figwort,figwort,false
en,7,filacer,filacer,false
en,7,filaree,filaree,false
en,7,filaria,filaria,false
en,7,filasse,filasse,false
en,7,filator,filator,false
en,7,filazer,filazer,false
en,7,filbert,filbert,false
en,7,filched,filched,false
en,7,filcher,filcher,false
en,7,filches,filches,false
en,7,filemot,filemot,false
en,7,fileted,fileted,false
en,7,filiate,filiate,false
en,7,filibeg,filibeg,false
en,7,filical,filical,false
en,7,filices,filices,false
en,7,filicic,filicic,false
en,7,filicin,filicin,false
en,7,filiety,filiety,false
en,7,filings,filings,false
en,7,filippi,filippi,false
en,7,filippo,filippo,false
en,7,fillers,fillers,false
en,7,fillets,fillets,false
en,7,filleul,filleul,false
en,7,fillies,fillies,false
en,7,filling,filling,true
en,7,fillips,fillips,false
en,7,fillock,fillock,false
en,7,filmdom,filmdom,false
en,7,filmier,filmier,false
en,7,filmily,filmily,false
en,7,filming,filming,true
en,7,filmish,filmish,false
en,7,filmist,filmist,false
en,7,filmize,filmize,false
en,7,filmset,filmset,false
en,7,filosus,filosus,false
en,7,filters,filters,false
en,7,fimbles,fimbles,false
en,7,fimbria,fimbria,false
en,7,fimetic,fimetic,false
en,7,finable,finable,false
en,7,finagle,finagle,false
en,7,finales,finales,false
en,7,finalis,finalis,false
en,7,finally,finally,true
en,7,finance,finance,true
en,7,finback,finback,false
en,7,finbone,finbone,false
en,7,finched,finched,false
en,7,finches,finches,false
en,7,finders,finders,false
en,7,finding,finding,true
en,7,findjan,findjan,false
en,7,fineish,fineish,false
en,7,finesse,finesse,false
en,7,finetop,finetop,false
en,7,finewed,finewed,false
en,7,finfish,finfish,false
en,7,finfoot,finfoot,false
en,7,fingall,fingall,false
en,7,fingent,fingent,false
en,7,fingers,fingers,true
en,7,fingery,fingery,false
en,7,fingian,fingian,false
en,7,fingram,fingram,false
en,7,finials,finials,false
en,7,finical,finical,false
en,7,finicky,finicky,false
en,7,finific,finific,false
en,7,finikin,finikin,false
en,7,finings,finings,false
en,7,finises,finises,false
en,7,finites,finites,false
en,7,finking,finking,false
en,7,finland,finland,false
en,7,finless,finless,false
en,7,finlike,finlike,false
en,7,finmark,finmark,false
en,7,finnack,finnack,false
en,7,finnick,finnick,false
en,7,finnier,finnier,false
en,7,finning,finning,false
en,7,finnish,finnish,false
en,7,finspot,finspot,false
en,7,fiorded,fiorded,false
en,7,fiorite,fiorite,false
en,7,fipenny,fipenny,false
en,7,fipples,fipples,false
en,7,firbolg,firbolg,false
en,7,firearm,firearm,false
en,7,firebed,firebed,false
en,7,firebox,firebox,false
en,7,fireboy,fireboy,false
en,7,firebug,firebug,false
en,7,firedog,firedog,false
en,7,firefly,firefly,false
en,7,firelit,firelit,false
en,7,fireman,fireman,false
en,7,firemen,firemen,false
en,7,firepan,firepan,false
en,7,firepot,firepot,false
en,7,firetop,firetop,false
en,7,firings,firings,false
en,7,firking,firking,false
en,7,firkins,firkins,false
en,7,firmans,firmans,false
en,7,firmers,firmers,false
en,7,firmest,firmest,false
en,7,firming,firming,false
en,7,firmity,firmity,false
en,7,firring,firring,false
en,7,firster,firster,false
en,7,firstly,firstly,false
en,7,fiscals,fiscals,false
en,7,fisetin,fisetin,false
en,7,fishbed,fishbed,false
en,7,fishers,fishers,false
en,7,fishery,fishery,false
en,7,fisheye,fisheye,false
en,7,fishful,fishful,false
en,7,fishgig,fishgig,false
en,7,fishier,fishier,false
en,7,fishify,fishify,false
en,7,fishily,fishily,false
en,7,fishing,fishing,true
en,7,fishlet,fishlet,false
en,7,fishman,fishman,false
en,7,fishmen,fishmen,false
en,7,fishnet,fishnet,false
en,7,fishpot,fishpot,false
en,7,fishway,fishway,false
en,7,fisnoga,fisnoga,false
en,7,fissate,fissate,false
en,7,fissile,fissile,false
en,7,fission,fission,false
en,7,fissive,fissive,false
en,7,fissura,fissura,false
en,7,fissure,fissure,false
en,7,fissury,fissury,false
en,7,fistful,fistful,false
en,7,fistify,fistify,false
en,7,fisting,fisting,false
en,7,fistuca,fistuca,false
en,7,fistula,fistula,false
en,7,fistule,fistule,false
en,7,fitched,fitched,false
en,7,fitchee,fitchee,false
en,7,fitcher,fitcher,false
en,7,fitches,fitches,false
en,7,fitchet,fitchet,false
en,7,fitchew,fitchew,false
en,7,fitment,fitment,false
en,7,fitness,fitness,false
en,7,fitroot,fitroot,false
en,7,fittage,fittage,false
en,7,fitters,fitters,false
en,7,fittest,fittest,false
en,7,fittier,fittier,false
en,7,fittily,fittily,false
en,7,fitting,fitting,true
en,7,fitweed,fitweed,false
en,7,fitzroy,fitzroy,false
en,7,fiumara,fiumara,false
en,7,fivebar,fivebar,false
en,7,fixable,fixable,false
en,7,fixated,fixated,false
en,7,fixates,fixates,false
en,7,fixatif,fixatif,false
en,7,fixator,fixator,false
en,7,fixedly,fixedly,false
en,7,fixings,fixings,false
en,7,fixture,fixture,false
en,7,fixures,fixures,false
en,7,fizgigs,fizgigs,false
en,7,fizzers,fizzers,false
en,7,fizzier,fizzier,false
en,7,fizzing,fizzing,false
en,7,fizzled,fizzled,false
en,7,fizzles,fizzles,false
en,7,fjorded,fjorded,false
en,7,fjorgyn,fjorgyn,false
en,7,flabile,flabile,false
en,7,flabrum,flabrum,false
en,7,flaccid,flaccid,false
en,7,flacian,flacian,false
en,7,flacked,flacked,false
en,7,flacker,flacker,false
en,7,flacket,flacket,false
en,7,flacons,flacons,false
en,7,flaffer,flaffer,false
en,7,flagged,flagged,false
en,7,flagger,flagger,false
en,7,flaglet,flaglet,false
en,7,flagman,flagman,false
en,7,flagmen,flagmen,false
en,7,flagons,flagons,false
en,7,flailed,flailed,false
en,7,flakage,flakage,false
en,7,flakers,flakers,false
en,7,flakier,flakier,false
en,7,flakily,flakily,false
en,7,flaking,flaking,false
en,7,flamant,flamant,false
en,7,flambee,flambee,false
en,7,flambes,flambes,false
en,7,flamens,flamens,false
en,7,flamers,flamers,false
en,7,flamfew,flamfew,false
en,7,flamier,flamier,false
en,7,flaming,flaming,false
en,7,flammed,flammed,false
en,7,flanche,flanche,false
en,7,flandan,flandan,false
en,7,flaneur,flaneur,false
en,7,flanged,flanged,false
en,7,flanger,flanger,false
en,7,flanges,flanges,false
en,7,flanked,flanked,false
en,7,flanken,flanken,false
en,7,flanker,flanker,false
en,7,flanned,flanned,false
en,7,flannel,flannel,false
en,7,flanque,flanque,false
en,7,flapped,flapped,false
en,7,flapper,flapper,false
en,7,flappet,flappet,false
en,7,flaring,flaring,false
en,7,flashed,flashed,false
en,7,flasher,flasher,false
en,7,flashes,flashes,false
en,7,flashet,flashet,false
en,7,flashly,flashly,false
en,7,flasker,flasker,false
en,7,flasket,flasket,false
en,7,flasque,flasque,false
en,7,flatbed,flatbed,false
en,7,flatcap,flatcap,false
en,7,flatcar,flatcar,false
en,7,flatdom,flatdom,false
en,7,flathat,flathat,false
en,7,flative,flative,false
en,7,flatlet,flatlet,false
en,7,flatman,flatman,false
en,7,flatmen,flatmen,false
en,7,flatted,flatted,false
en,7,flatten,flatten,false
en,7,flatter,flatter,true
en,7,flattie,flattie,false
en,7,flattop,flattop,false
en,7,flatway,flatway,false
en,7,flaucht,flaucht,false
en,7,flaught,flaught,false
en,7,flaunch,flaunch,false
en,7,flaunts,flaunts,false
en,7,flaunty,flaunty,false
en,7,flavedo,flavedo,false
en,7,flavian,flavian,false
en,7,flavine,flavine,false
en,7,flavins,flavins,false
en,7,flavius,flavius,false
en,7,flavone,flavone,false
en,7,flavors,flavors,false
en,7,flavory,flavory,false
en,7,flavour,flavour,false
en,7,flavous,flavous,false
en,7,flawful,flawful,false
en,7,flawier,flawier,false
en,7,flawing,flawing,false
en,7,flaxier,flaxier,false
en,7,flaxman,flaxman,false
en,7,flayers,flayers,false
en,7,flaying,flaying,false
en,7,fleabag,fleabag,false
en,7,fleabug,fleabug,false
en,7,fleapit,fleapit,false
en,7,flebile,flebile,false
en,7,fleches,fleches,false
en,7,flecked,flecked,false
en,7,flecken,flecken,false
en,7,flecker,flecker,false
en,7,flector,flector,false
en,7,fledged,fledged,false
en,7,fledges,fledges,false
en,7,fleeced,fleeced,false
en,7,fleecer,fleecer,false
en,7,fleeces,fleeces,false
en,7,fleeing,fleeing,false
en,7,fleered,fleered,false
en,7,fleerer,fleerer,false
en,7,fleeted,fleeted,false
en,7,fleeten,fleeten,false
en,7,fleeter,fleeter,false
en,7,fleetly,fleetly,false
en,7,fleming,fleming,false
en,7,flemish,flemish,false
en,7,flensed,flensed,false
en,7,flenser,flenser,false
en,7,flenses,flenses,false
en,7,flentes,flentes,false
en,7,fleshed,fleshed,false
en,7,fleshen,fleshen,false
en,7,flesher,flesher,false
en,7,fleshes,fleshes,false
en,7,fleshly,fleshly,false
en,7,flether,flether,false
en,7,fletton,fletton,false
en,7,fleuret,fleuret,false
en,7,fleuron,fleuron,false
en,7,flexile,flexile,false
en,7,flexing,flexing,false
en,7,flexion,flexion,false
en,7,flexity,flexity,false
en,7,flexive,flexive,false
en,7,flexors,flexors,false
en,7,flexura,flexura,false
en,7,flexure,flexure,false
en,7,fleying,fleying,false
en,7,flicked,flicked,false
en,7,flicker,flicker,false
en,7,flidder,flidder,false
en,7,fliffus,fliffus,false
en,7,fligged,fligged,false
en,7,fligger,fligger,false
en,7,flights,flights,true
en,7,flighty,flighty,false
en,7,flimmer,flimmer,false
en,7,flinder,flinder,false
en,7,flinger,flinger,false
en,7,flinted,flinted,false
en,7,flinter,flinter,false
en,7,fliping,fliping,false
en,7,flipped,flipped,true
en,7,flipper,flipper,false
en,7,flirted,flirted,false
en,7,flirter,flirter,false
en,7,flisked,flisked,false
en,7,fliting,fliting,false
en,7,flitted,flitted,false
en,7,flitter,flitter,false
en,7,flivver,flivver,false
en,7,flnerie,flnerie,false
en,7,flneuse,flneuse,false
en,7,floated,floated,false
en,7,floater,floater,false
en,7,flocced,flocced,false
en,7,floccus,floccus,false
en,7,flocked,flocked,false
en,7,flocker,flocker,false
en,7,flocoon,flocoon,false
en,7,flogged,flogged,false
en,7,flogger,flogger,false
en,7,flokite,flokite,false
en,7,flooded,flooded,true
en,7,flooder,flooder,false
en,7,flookan,flookan,false
en,7,floored,floored,false
en,7,floorer,floorer,false
en,7,floozie,floozie,false
en,7,flopped,flopped,false
en,7,flopper,flopper,false
en,7,florate,florate,false
en,7,floreal,floreal,false
en,7,floreat,floreat,false
en,7,florent,florent,false
en,7,floreta,floreta,false
en,7,florets,florets,false
en,7,florian,florian,false
en,7,florida,florida,false
en,7,florins,florins,false
en,7,florist,florist,false
en,7,floroon,floroon,false
en,7,floroun,floroun,false
en,7,floruit,floruit,false
en,7,florula,florula,false
en,7,flossed,flossed,false
en,7,flosser,flosser,false
en,7,flosses,flosses,false
en,7,flossie,flossie,false
en,7,flotage,flotage,false
en,7,flotant,flotant,false
en,7,flotsam,flotsam,false
en,7,flotsan,flotsan,false
en,7,flotsen,flotsen,false
en,7,flotson,flotson,false
en,7,flotten,flotten,false
en,7,flotter,flotter,false
en,7,flounce,flounce,false
en,7,flouncy,flouncy,false
en,7,floured,floured,false
en,7,flouted,flouted,false
en,7,flouter,flouter,false
en,7,flowage,flowage,false
en,7,flowers,flowers,true
en,7,flowery,flowery,false
en,7,flowing,flowing,true
en,7,flowoff,flowoff,false
en,7,fluavil,fluavil,false
en,7,flubbed,flubbed,false
en,7,flubdub,flubdub,false
en,7,flueman,flueman,false
en,7,fluemen,fluemen,false
en,7,fluence,fluence,false
en,7,fluency,fluency,false
en,7,flueric,flueric,false
en,7,fluffed,fluffed,false
en,7,fluffer,fluffer,false
en,7,fluible,fluible,false
en,7,fluidal,fluidal,false
en,7,fluidic,fluidic,false
en,7,fluidly,fluidly,false
en,7,flukier,flukier,false
en,7,flukily,flukily,false
en,7,fluking,fluking,false
en,7,fluming,fluming,false
en,7,flummer,flummer,false
en,7,flummox,flummox,false
en,7,flumped,flumped,false
en,7,flunked,flunked,false
en,7,flunker,flunker,false
en,7,flunkey,flunkey,false
en,7,fluoran,fluoran,false
en,7,fluoric,fluoric,false
en,7,fluorid,fluorid,false
en,7,fluorin,fluorin,false
en,7,fluoryl,fluoryl,false
en,7,flushed,flushed,false
en,7,flusher,flusher,false
en,7,flushes,flushes,false
en,7,flusker,flusker,false
en,7,fluster,fluster,false
en,7,flustra,flustra,false
en,7,fluters,fluters,false
en,7,fluther,fluther,false
en,7,flutier,flutier,false
en,7,flutina,flutina,false
en,7,fluting,fluting,false
en,7,flutist,flutist,false
en,7,flutter,flutter,false
en,7,fluvial,fluvial,false
en,7,fluxile,fluxile,false
en,7,fluxing,fluxing,false
en,7,fluxion,fluxion,false
en,7,fluxive,fluxive,false
en,7,fluxure,fluxure,false
en,7,flyable,flyable,false
en,7,flyaway,flyaway,false
en,7,flyback,flyback,false
en,7,flyball,flyball,false
en,7,flybane,flybane,false
en,7,flybelt,flybelt,false
en,7,flyblew,flyblew,false
en,7,flyblow,flyblow,false
en,7,flyboat,flyboat,false
en,7,flybook,flybook,false
en,7,flyflap,flyflap,false
en,7,flyings,flyings,false
en,7,flyleaf,flyleaf,false
en,7,flyless,flyless,false
en,7,flyness,flyness,false
en,7,flyover,flyover,false
en,7,flypast,flypast,false
en,7,flyswat,flyswat,false
en,7,flytail,flytail,false
en,7,flytier,flytier,false
en,7,flytime,flytime,false
en,7,flyting,flyting,false
en,7,flytrap,flytrap,false
en,7,flyways,flyways,false
en,7,flywire,flywire,false
en,7,flywort,flywort,false
en,7,foaling,foaling,false
en,7,foambow,foambow,false
en,7,foamers,foamers,false
en,7,foamier,foamier,false
en,7,foamily,foamily,false
en,7,foaming,foaming,false
en,7,fobbing,fobbing,false
en,7,focally,focally,false
en,7,focoids,focoids,false
en,7,focused,focused,true
en,7,focuser,focuser,false
en,7,focuses,focuses,false
en,7,fodders,fodders,false
en,7,fodient,fodient,false
en,7,foeless,foeless,false
en,7,foelike,foelike,false
en,7,foeship,foeship,false
en,7,foetors,foetors,false
en,7,foeture,foeture,false
en,7,fogbank,fogbank,false
en,7,fogbows,fogbows,false
en,7,fogdogs,fogdogs,false
en,7,foggage,foggage,false
en,7,foggara,foggara,false
en,7,foggers,foggers,false
en,7,foggier,foggier,false
en,7,foggily,foggily,false
en,7,fogging,fogging,false
en,7,foggish,foggish,false
en,7,foghorn,foghorn,false
en,7,fogless,fogless,false
en,7,fogydom,fogydom,false
en,7,fogyish,fogyish,false
en,7,fogyism,fogyism,false
en,7,foibles,foibles,false
en,7,foiling,foiling,false
en,7,foining,foining,false
en,7,foisons,foisons,false
en,7,foisted,foisted,false
en,7,foister,foister,false
en,7,folacin,folacin,false
en,7,folates,folates,false
en,7,foldage,foldage,false
en,7,folders,folders,false
en,7,folding,folding,false
en,7,foldout,foldout,false
en,7,foldure,foldure,false
en,7,foliage,foliage,false
en,7,foliary,foliary,false
en,7,foliate,foliate,false
en,7,folioed,folioed,false
en,7,foliole,foliole,false
en,7,foliose,foliose,false
en,7,folious,folious,false
en,7,foliums,foliums,false
en,7,folkish,folkish,false
en,7,folkmot,folkmot,false
en,7,folksay,folksay,false
en,7,folksey,folksey,false
en,7,folkway,folkway,false
en,7,follied,follied,false
en,7,follies,follies,false
en,7,follily,follily,false
en,7,follows,follows,true
en,7,follyer,follyer,false
en,7,fomento,fomento,false
en,7,foments,foments,false
en,7,fomites,fomites,false
en,7,fondaco,fondaco,false
en,7,fondant,fondant,false
en,7,fondest,fondest,false
en,7,fonding,fonding,false
en,7,fondish,fondish,false
en,7,fondled,fondled,false
en,7,fondler,fondler,false
en,7,fondles,fondles,false
en,7,fondouk,fondouk,false
en,7,fondues,fondues,false
en,7,fonnish,fonnish,false
en,7,fontful,fontful,false
en,7,fontina,fontina,false
en,7,fontlet,fontlet,false
en,7,foochow,foochow,false
en,7,foodful,foodful,false
en,7,fooldom,fooldom,false
en,7,foolery,foolery,false
en,7,fooless,fooless,false
en,7,foolify,foolify,false
en,7,fooling,fooling,true
en,7,foolish,foolish,true
en,7,fooster,fooster,false
en,7,footage,footage,true
en,7,footboy,footboy,false
en,7,footers,footers,false
en,7,footful,footful,false
en,7,foothil,foothil,false
en,7,foothot,foothot,false
en,7,footier,footier,false
en,7,footing,footing,false
en,7,footled,footled,false
en,7,footler,footler,false
en,7,footles,footles,false
en,7,footlog,footlog,false
en,7,footman,footman,false
en,7,footmen,footmen,false
en,7,footpad,footpad,false
en,7,footsie,footsie,false
en,7,footway,footway,false
en,7,fooyung,fooyung,false
en,7,foozled,foozled,false
en,7,foozler,foozler,false
en,7,foozles,foozles,false
en,7,fopling,fopling,false
en,7,foppery,foppery,false
en,7,fopping,fopping,false
en,7,foppish,foppish,false
en,7,fopship,fopship,false
en,7,foraged,foraged,false
en,7,forager,forager,false
en,7,forages,forages,false
en,7,foramen,foramen,false
en,7,forayed,forayed,false
en,7,forayer,forayer,false
en,7,forbade,forbade,false
en,7,forbare,forbare,false
en,7,forbear,forbear,false
en,7,forbids,forbids,false
en,7,forbite,forbite,false
en,7,forbled,forbled,false
en,7,forblow,forblow,false
en,7,forbode,forbode,false
en,7,forbore,forbore,false
en,7,forborn,forborn,false
en,7,forcene,forcene,false
en,7,forceps,forceps,false
en,7,forcers,forcers,false
en,7,forches,forches,false
en,7,forcing,forcing,true
en,7,forcite,forcite,false
en,7,forcive,forcive,false
en,7,fordays,fordays,false
en,7,fordeal,fordeal,false
en,7,fording,fording,false
en,7,fordoes,fordoes,false
en,7,fordone,fordone,false
en,7,fordull,fordull,false
en,7,foreact,foreact,false
en,7,forearm,forearm,false
en,7,forebar,forebar,false
en,7,forebay,forebay,false
en,7,forebow,forebow,false
en,7,forebye,forebye,false
en,7,forecar,forecar,false
en,7,foreday,foreday,false
en,7,foredid,foredid,false
en,7,forefin,forefin,false
en,7,forefit,forefit,false
en,7,foregut,foregut,false
en,7,forehew,forehew,false
en,7,foreign,foreign,true
en,7,forelay,forelay,false
en,7,foreleg,foreleg,false
en,7,foreman,foreman,true
en,7,foremen,foremen,false
en,7,forepad,forepad,false
en,7,forepaw,forepaw,false
en,7,foreran,foreran,false
en,7,forerib,forerib,false
en,7,forerun,forerun,false
en,7,foresaw,foresaw,false
en,7,foresay,foresay,false
en,7,foresee,foresee,false
en,7,foreset,foreset,false
en,7,foresey,foresey,false
en,7,foresin,foresin,false
en,7,forests,forests,true
en,7,foresty,foresty,false
en,7,foretop,foretop,false
en,7,foreuse,foreuse,false
en,7,forever,forever,true
en,7,forevow,forevow,false
en,7,forewit,forewit,false
en,7,forfalt,forfalt,false
en,7,forfare,forfare,false
en,7,forfars,forfars,false
en,7,forfear,forfear,false
en,7,forfeit,forfeit,false
en,7,forfend,forfend,false
en,7,forgave,forgave,false
en,7,forgers,forgers,false
en,7,forgery,forgery,false
en,7,forgets,forgets,true
en,7,forgett,forgett,false
en,7,forgift,forgift,false
en,7,forging,forging,false
en,7,forgive,forgive,true
en,7,forgoer,forgoer,false
en,7,forgoes,forgoes,false
en,7,forgone,forgone,false
en,7,forgrow,forgrow,false
en,7,forhale,forhale,false
en,7,forheed,forheed,false
en,7,forhooy,forhooy,false
en,7,forints,forints,false
en,7,forkers,forkers,false
en,7,forkful,forkful,false
en,7,forkier,forkier,false
en,7,forking,forking,false
en,7,forkman,forkman,false
en,7,forkmen,forkmen,false
en,7,forlain,forlain,false
en,7,forlana,forlana,false
en,7,forlane,forlane,false
en,7,forleft,forleft,false
en,7,forleit,forleit,false
en,7,forlese,forlese,false
en,7,forlive,forlive,false
en,7,forloin,forloin,false
en,7,forlore,forlore,false
en,7,forlorn,forlorn,false
en,7,formals,formals,false
en,7,formant,formant,false
en,7,formate,formate,false
en,7,formats,formats,false
en,7,formelt,formelt,false
en,7,formene,formene,false
en,7,formers,formers,false
en,7,formful,formful,false
en,7,formica,formica,false
en,7,forming,forming,true
en,7,formism,formism,false
en,7,formity,formity,false
en,7,formols,formols,false
en,7,formose,formose,false
en,7,formous,formous,false
en,7,formula,formula,true
en,7,formule,formule,false
en,7,formyls,formyls,false
en,7,fornent,fornent,false
en,7,forpass,forpass,false
en,7,forpine,forpine,false
en,7,forrard,forrard,false
en,7,forride,forride,false
en,7,forsado,forsado,false
en,7,forsake,forsake,false
en,7,forseek,forseek,false
en,7,forseen,forseen,false
en,7,forslow,forslow,false
en,7,forsook,forsook,false
en,7,forsung,forsung,false
en,7,forswat,forswat,false
en,7,fortake,fortake,false
en,7,forthby,forthby,false
en,7,forthgo,forthgo,false
en,7,forthon,forthon,false
en,7,fortier,fortier,false
en,7,forties,forties,false
en,7,fortify,fortify,false
en,7,fortlet,fortlet,false
en,7,fortran,fortran,false
en,7,fortune,fortune,true
en,7,forwake,forwake,false
en,7,forwalk,forwalk,false
en,7,forward,forward,true
en,7,forwarn,forwarn,false
en,7,forwean,forwean,false
en,7,forwear,forwear,false
en,7,forweep,forweep,false
en,7,forwelk,forwelk,false
en,7,forwent,forwent,false
en,7,forwore,forwore,false
en,7,forwork,forwork,false
en,7,forworn,forworn,false
en,7,forwrap,forwrap,false
en,7,forzato,forzato,false
en,7,fossage,fossage,false
en,7,fossane,fossane,false
en,7,fossate,fossate,false
en,7,fossick,fossick,false
en,7,fossils,fossils,false
en,7,fossors,fossors,false
en,7,fossula,fossula,false
en,7,fossule,fossule,false
en,7,fostell,fostell,false
en,7,fosters,fosters,false
en,7,fotched,fotched,false
en,7,fouette,fouette,false
en,7,fougade,fougade,false
en,7,foughty,foughty,false
en,7,foujdar,foujdar,false
en,7,foulage,foulage,false
en,7,foulard,foulard,false
en,7,foulder,foulder,false
en,7,fouldre,fouldre,false
en,7,foulest,foulest,false
en,7,fouling,fouling,false
en,7,foulish,foulish,false
en,7,foumart,foumart,false
en,7,founded,founded,true
en,7,founder,founder,true
en,7,foundry,foundry,false
en,7,fourble,fourble,false
en,7,fourche,fourche,false
en,7,fourgon,fourgon,false
en,7,fourier,fourier,false
en,7,fourrag,fourrag,false
en,7,fourths,fourths,false
en,7,foveate,foveate,false
en,7,foveola,foveola,false
en,7,foveole,foveole,false
en,7,fovilla,fovilla,false
en,7,fowells,fowells,false
en,7,fowlers,fowlers,false
en,7,fowlery,fowlery,false
en,7,fowling,fowling,false
en,7,fowlpox,fowlpox,false
en,7,foxbane,foxbane,false
en,7,foxchop,foxchop,false
en,7,foxfeet,foxfeet,false
en,7,foxfire,foxfire,false
en,7,foxfish,foxfish,false
en,7,foxhole,foxhole,false
en,7,foxiest,foxiest,false
en,7,foxings,foxings,false
en,7,foxlike,foxlike,false
en,7,foxship,foxship,false
en,7,foxskin,foxskin,false
en,7,foxtail,foxtail,false
en,7,foxtrot,foxtrot,false
en,7,foxwood,foxwood,false
en,7,foyaite,foyaite,false
en,7,foyboat,foyboat,false
en,7,foziest,foziest,false
en,7,frabbit,frabbit,false
en,7,frabous,frabous,false
en,7,fractal,fractal,false
en,7,fracted,fracted,false
en,7,fractur,fractur,false
en,7,fractus,fractus,false
en,7,fraenum,fraenum,false
en,7,fragged,fragged,false
en,7,fraghan,fraghan,false
en,7,fragile,fragile,true
en,7,frailer,frailer,false
en,7,frailes,frailes,false
en,7,frailly,frailly,false
en,7,frailty,frailty,false
en,7,fraised,fraised,false
en,7,fraiser,fraiser,false
en,7,fraises,fraises,false
en,7,fraktur,fraktur,false
en,7,frameae,frameae,false
en,7,framers,framers,false
en,7,framing,framing,false
en,7,frammit,frammit,false
en,7,francas,francas,false
en,7,frances,frances,false
en,7,francia,francia,false
en,7,francic,francic,false
en,7,francis,francis,false
en,7,franger,franger,false
en,7,franion,franion,false
en,7,franked,franked,false
en,7,franker,franker,false
en,7,frankly,frankly,true
en,7,frantic,frantic,false
en,7,frapler,frapler,false
en,7,frapped,frapped,false
en,7,frappes,frappes,false
en,7,frasera,frasera,false
en,7,frasier,frasier,true
en,7,fratchy,fratchy,false
en,7,fraters,fraters,false
en,7,fratery,fratery,false
en,7,frauder,frauder,false
en,7,fraught,fraught,false
en,7,fraunch,fraunch,false
en,7,fraying,fraying,false
en,7,frazing,frazing,false
en,7,frazzle,frazzle,false
en,7,freaked,freaked,true
en,7,frecked,frecked,false
en,7,frecken,frecken,false
en,7,frecket,frecket,false
en,7,freckle,freckle,false
en,7,freckly,freckly,false
en,7,freddie,freddie,false
en,7,freebee,freebee,false
en,7,freebie,freebie,false
en,7,freedom,freedom,true
en,7,freeing,freeing,false
en,7,freeish,freeish,false
en,7,freeman,freeman,true
en,7,freemen,freemen,false
en,7,freesia,freesia,false
en,7,freeway,freeway,true
en,7,freezed,freezed,false
en,7,freezer,freezer,true
en,7,freezes,freezes,false
en,7,fregata,fregata,false
en,7,freight,freight,false
en,7,fremdly,fremdly,false
en,7,frenate,frenate,false
en,7,frenchy,frenchy,false
en,7,frenghi,frenghi,false
en,7,frenula,frenula,false
en,7,frenums,frenums,false
en,7,frenuna,frenuna,false
en,7,frenzic,frenzic,false
en,7,frescos,frescos,false
en,7,freshed,freshed,false
en,7,freshen,freshen,false
en,7,fresher,fresher,false
en,7,freshes,freshes,false
en,7,freshet,freshet,false
en,7,freshly,freshly,false
en,7,fresnel,fresnel,false
en,7,fresser,fresser,false
en,7,fretful,fretful,false
en,7,fretish,fretish,false
en,7,fretize,fretize,false
en,7,fretsaw,fretsaw,false
en,7,fretted,fretted,false
en,7,fretten,fretten,false
en,7,fretter,fretter,false
en,7,friable,friable,false
en,7,friarly,friarly,false
en,7,fribble,fribble,false
en,7,friborg,friborg,false
en,7,fricace,fricace,false
en,7,frickle,frickle,false
en,7,fridays,fridays,false
en,7,fridges,fridges,false
en,7,fridila,fridila,false
en,7,friends,friends,true
en,7,friesic,friesic,false
en,7,friezed,friezed,false
en,7,friezer,friezer,false
en,7,friezes,friezes,false
en,7,frigage,frigage,false
en,7,frigate,frigate,false
en,7,frigged,frigged,false
en,7,frigger,frigger,false
en,7,friggle,friggle,false
en,7,frights,frights,false
en,7,frighty,frighty,false
en,7,frijole,frijole,false
en,7,frilled,frilled,false
en,7,friller,friller,false
en,7,fringed,fringed,false
en,7,fringes,fringes,false
en,7,fripper,fripper,false
en,7,frippet,frippet,false
en,7,frisado,frisado,false
en,7,frisbee,frisbee,false
en,7,friscal,friscal,false
en,7,friseur,friseur,false
en,7,frisian,frisian,false
en,7,frisked,frisked,false
en,7,frisker,frisker,false
en,7,frisket,frisket,false
en,7,friskin,friskin,false
